"doi","journal","publication_date","article_type","financial_disclosure","title","pmid","citeulike","crossref","pubmed","scopus","counter_pdf","counter_html","counter_xml","counter","researchblogging","pmc_pdf","pmc_html","pmc","facebook_shares","facebook_likes","facebook_comments","facebook_clicks","facebook","mendeley_readers","mendeley_groups","mendeley","twitter"
"10.1371/journal.pmed.1001138","PLoS Medicine","2011-12-06","Perspective","MK is supported in part by National Institutes of Health grants HL036310 and AG034454. GDB is a Wellcome Trust Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Shift Work as a Risk Factor for Future Type 2 Diabetes: Evidence, Mechanisms, Implications, and Future Research Directions",22162952,1,2,2,3,694,3980,126,4800,0,140,253,393,12,0,2,0,14,0,0,0,0
"10.1371/journal.pmed.1001139","PLoS Medicine","2011-12-06","Essay","Wellcome Trust (UK) for PNN & NJW. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript, except for the involvement of Chris Bird as an author.","The Primacy of Public Health Considerations in Defining Poor Quality Medicines",22162953,1,2,1,3,514,4230,109,4853,0,64,138,202,3,3,0,0,6,0,0,0,0
"10.1371/journal.pone.0028260","PLoS ONE","2011-12-06","Research Article","This work was carried out as a PhD and was funded by the Wellcome Trust (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Correlation of Inter-Locus Polyglutamine Toxicity with CAG•CTG Triplet Repeat Expandability and Flanking Genomic DNA GC Content",22163004,0,0,0,0,230,419,106,755,0,115,190,305,0,0,0,0,0,4,0,4,0
"10.1371/journal.pone.0028588","PLoS ONE","2011-12-06","Research Article","The study was funded by the Wellcome Trust UK, Grant 073300 (www.wellcome.ac.uk). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Prevalence and Risk Factors for Vitamin C Deficiency in North and South India: A Two Centre Population Based Study in People Aged 60 Years and Over",22163038,0,0,0,0,235,2178,107,2520,0,48,135,183,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0028638","PLoS ONE","2011-12-06","Research Article","This work was supported by grants from the Wellcome Trust (076990 and 088140) and the Royal Society and by a PhD studentship from the University of Sussex to SNS. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Upregulation of the Cell-Cycle Regulator RGC-32 in Epstein-Barr Virus-Immortalized Cells",22163048,0,0,0,0,259,676,103,1038,0,85,169,254,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0027979","PLoS ONE","2011-12-02","Research Article","This work was supported by the Wellcome Trust (grant numbers 078779 and 086048, www.wellcome.ac.uk) and Nuffield Foundation (grant number URB/BH081624, www.nuffieldfoundation.org). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Identification of a Novel Response Regulator, Crr1, That Is Required for Hydrogen Peroxide Resistance in Candida albicans",22164221,0,0,0,0,233,584,108,925,0,130,176,306,0,0,0,0,0,3,0,3,0
"10.1371/journal.pone.0028157","PLoS ONE","2011-12-02","Research Article","This study was funded by the Division of Vigilance and Risk Management of the Medicines and Healthcare products Regulatory Agency (MHRA), UK. GPRD is owned by the Secretary of State of the UK Department of Health and operates within the Medicines and Healthcare products Regulatory Agency (MHRA). The General Practice Research Database (GPRD) is owned by the UK Department of Health and operates within the Medicines and Healthcare products Regulatory Agency (MHRA). GPRD has received funding from the MHRA, Wellcome Trust, Medical Research Council, NIHR Health Technology Assessment programme, Innovative Medicine Initiative, UK Department of Health, Technology Strategy Board, Seventh Framework Programme EU, various universities, contract research organisations and pharmaceutical companies. The department of Pharmacoepidemiology & Pharmacotherapy, Utrecht Institute for Pharmaceutical Sciences has received unrestricted funding for pharmacoepidemiological research from GlaxoSmithKline, Novo Nordisk, the private-public funded Top Institute Pharma (www.tipharma.nl, includes co-funding from universities, government, and industry), the Dutch Medicines Evaluation Board, and the Dutch Ministry of Health. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Risk of Death and Cardiovascular Outcomes with Thiazolidinediones: A Study with the General Practice Research Database and Secondary Care Data",22164237,0,1,0,1,306,1320,111,1737,0,216,345,561,0,0,0,0,0,4,1,5,0
"10.1371/journal.pone.0028357","PLoS ONE","2011-12-02","Research Article","This work was supported by grant from WHO Regional Office for the Western Pacific. Didier Ménard is supported by the French Ministry of Foreign Affairs and Kevin Baird by the Wellcome Trust. The CareStart™ G6PD deficiency screening test was provided by the manufacturer (Access Bio). Access Bio has developed the second generation of CareStart™ G6PD deficiency screening test. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Performance of the CareStart™ G6PD Deficiency Screening Test, a Point-of-Care Diagnostic for Primaquine Therapy Screening",22164279,0,1,0,0,335,1401,110,1846,0,173,377,550,0,0,0,0,0,5,1,6,0
"10.1371/journal.pcbi.1002289","PLoS Computational Biology","2011-12-01","Research Article","H.R.F and A.R.M were supported by the Wellcome Trust. H.R.F. was also supported by The Oxford Martin School. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Modelling the Spread of HIV Immune Escape Mutants in a Vaccinated Population",22144883,2,0,0,0,215,908,15,1138,0,106,138,244,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1002396","PLoS Pathogens","2011-12-01","Research Article","This work was supported by The Wellcome Trust, UK (grant code 083603/B/07/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Acquisition of Pneumococci Specific Effector and Regulatory Cd4+ T Cells Localising within Human Upper Respiratory-Tract Mucosal Lymphoid Tissue",22144893,0,1,0,0,249,595,75,919,0,155,191,346,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1002414","PLoS Pathogens","2011-12-01","Research Article","This study was supported by a Wellcome Trust Project Grant (ref #083313) to BK. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Enteropathogenic E. coli (EPEC) Tir Effector Inhibits NF-κB Activity by Targeting TNFα Receptor-Associated Factors",22144899,0,0,0,1,286,864,74,1224,0,180,247,427,0,0,0,0,0,2,0,2,0
"10.1371/journal.ppat.1002421","PLoS Pathogens","2011-12-01","Research Article","This work was funded by ‘‘Fundação para a Ciência e Tecnologia’’ through research grants PTDC/SAU-MII/75696/2006 and PTDC/BIA-MIC/100747/2008 (S.R.F.), and fellowships SFRH/BD/28440/2006 (M.A.), SFRH/BPD/23838/2005 (J.Y.). J.Y. was also supported by an EMBO long-term fellowship (ALTF 1042–2007). Work in Oxford was funded by the Medical Research Council UK through Career Establishment Grant G0300170 and the Wellcome Trust through project grant WT087680 MA (both to P.L.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Wall Teichoic Acids of Staphylococcus aureus Limit Recognition by the Drosophila Peptidoglycan Recognition Protein-SA to Promote Pathogenicity",22144903,0,1,1,1,429,1362,73,1864,0,109,166,275,1,10,6,0,17,11,0,11,0
"10.1371/journal.pone.0027968","PLoS ONE","2011-11-30","Research Article","The authors thank the Medical Research Council (JSM and CC held Medical Research Council studentships), Wellcome Trust (OXION support for SL and MI), and the Royal Society (Research Professorship to FMA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","FTO Is Expressed in Neurones throughout the Brain and Its Expression Is Unaltered by Fasting",22140494,0,1,0,0,322,634,105,1061,0,194,286,480,1,4,0,0,5,4,0,4,0
"10.1371/journal.pone.0026251","PLoS ONE","2011-11-23","Research Article","Funding provided by the Department of Biotechnology, India; Wellcome Trust (United Kingdom) for previous funding to RS, and National Centre for Biological Sciences (Tata Institute of Fundamental Research) for infrastructural support. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Structural Analysis of Prolyl Oligopeptidases Using Molecular Docking and Dynamics: Insights into Conformational Changes and Ligand Binding",22132071,0,0,1,1,291,1450,19,1760,0,101,138,239,0,0,0,0,0,6,0,6,0
"10.1371/journal.pone.0027805","PLoS ONE","2011-11-18","Research Article","This work was supported by the Medical Research Centre [G0900950], Wellcome Trust [WT081703MA] and the European Community's Seventh Framework Programme [FP7/2007–2013] under the project EMPERIE, EC grant agreement number 223498. DPD is funded by the Medical Research Council Centre for Molecular Medical Virology [G07008], JB and ERG receive funding from the UCL/UCLH National Institute for Health Research Comprehensive Biomedical Research Centre. PK, ALP, SJW and IY-CL are funded by the Wellcome Trust Sanger Institute. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Specific Capture and Whole-Genome Sequencing of Viruses from Clinical Samples",22125625,3,3,1,0,409,1508,20,1937,0,148,278,426,0,0,0,0,0,12,2,14,0
"10.1371/journal.pcbi.1002280","PLoS Computational Biology","2011-11-17","Research Article","This work was funded by the Wellcome Trust (KJF), SystemsX.ch (JD, KES) and NCCR 'Neural Plasticity' (KES). The authors also gratefully acknowledge support by the University Research Priority Program 'Foundations of Human Social Behaviour' at the University of Zurich (JD, KES). Relevant URLs are given below: SystemsX.ch: http://www.systemsx.ch/projects/systemsxch-projects/research-technology-and-development-projects-rtd/neurochoice/; NCCR: 'Neural Plasticity': http://www.nccr-neuro.ethz.ch/; University Research Priority Program 'Foundations of Human Social Behaviour' at the University of Zurich: http://www.socialbehavior.uzh.ch/index.html. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Optimizing Experimental Design for Comparing Models of Brain Function",22125485,4,1,1,1,425,1748,40,2213,0,77,113,190,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0025626","PLoS ONE","2011-11-17","Research Article","This work was funded by the Wellcome Trust (grant WT081345MA) (http://www.wellcome.ac.uk). Dr. Happy Phiri was funded through a re-entry grant from the Bill and Melinda Gates Foundation (www.gatesfoundation.org). Bas de Laat is a Fellow of the Netherlands Heart Foundation (grant no. 2006T053). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Elevated Plasma Von Willebrand Factor and Propeptide Levels in Malawian Children with Malaria",22125593,0,1,0,0,141,1415,18,1574,0,84,149,233,0,0,0,0,0,4,0,4,0
"10.1371/journal.pone.0027763","PLoS ONE","2011-11-17","Research Article","KK (087262/Z/08/Z) and SDL (088590/Z/09/Z) are funded by the Wellcome Trust, London, United Kingdom. RGW is funded by a Medical Research Council (UK) Methodology Research Fellowship (G0802414), the Bill and Melinda Gates Foundation (19790.01), and the EU FP7 (242061). JJL is funded by the Consortium to Respond Effectively to the AIDS TB Epidemic, United States, funded by the Bill and Melinda Gates Foundation. RW is funded by IEDEA (International epidemiologic Databases to Evaluate AIDS) (5U01AI069924-02, CEPAC (Cost Effectiveness of Preventing AIDS Complications) (5 R01 AI058736-02), USAID Right to Care (CA 674 A 00 08 0000 700), CIPRA (Comprehensive International Programme of Research on AIDS) (IU19AI53217-07). LGB is funded by the National Institutes of Health (NIH) CIPRA (Comprehensive International Programme of Research on AIDS) (1U19AI53217). KM is funded by the NIH CIPRA (Comprehensive International Programme of Research on AIDS) (1U19AI53217), Wellcome Trust Strategic award CIDRI, Cape Town (WT084323MA). Funding for the CIPRA-SA trial was provided by the Division of AIDS (DAIDS) of the National Institute of Allergy and Infectious Diseases, the National Institutes of Health, through the grant number 1U19AI53217-01. The funders had no role in the study design, data collection and analysis, decision to publish or preparation of the manuscript.","Antiretroviral Treatment Cohort Analysis Using Time-Updated CD4 Counts: Assessment of Bias with Different Analytic Methods",22114687,0,0,0,0,101,378,13,492,0,36,72,108,0,0,0,0,0,2,0,2,0
"10.1371/journal.ppat.1002387","PLoS Pathogens","2011-11-17","Research Article","This work was supported by the following grants: starting grant (D-09/11) and GLYVIR ARC of the University of Liège (http://www.ulg.ac.be) and scientific impulse grant of the 'Fonds National Belge de la Recherche Scientifique' (F.R.S. - FNRS) n° F.4510.10. (http://www2.frs-fnrs.be). B.M., C.L. and L.G. are Postdoctoral Researcher, Research Fellow and Research Associate of the F.R.S. - FNRS, respectively. P. G. S. is a Wellcome Trust Senior Clinical Fellow (GR076956MA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Antibody Evasion by a Gammaherpesvirus O-Glycan Shield",22114560,0,0,0,1,194,609,53,856,0,77,138,215,0,0,0,0,0,4,0,4,0
"10.1371/journal.pone.0027273","PLoS ONE","2011-11-16","Research Article","This study was funded by the Wellcome Trust of Great Britain (www.wellcome.ac.uk, grant number 077166/Z/05/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Timing of Enteral Feeding in Cerebral Malaria in Resource-Poor Settings: A Randomized Trial",22110624,0,0,0,1,102,1022,14,1138,0,80,145,225,1,0,0,0,1,3,0,3,0
"10.1371/journal.pone.0027760","PLoS ONE","2011-11-16","Research Article","This work was funded by a Wellcome Trust Research Career Development Fellowship 083515/Z/07/Z to CSW. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Exploring Mechanisms of Multiple Insecticide Resistance in a Population of the Malaria Vector Anopheles funestus in Benin",22110757,0,0,0,1,181,494,13,688,0,123,180,303,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0027779","PLoS ONE","2011-11-16","Research Article","This work was funded by The University of Liverpool (studentship support to SRP), the Wellcome Trust Grant Ref: 086391 (http://www.wellcome.ac.uk/), and a Wellcome Trust prize PhD studentship awarded to HVM (Grant Ref: 083848). The funders had no role in the study design, data collection and analysis, decision to publish or preparation of the manuscript.","Characterisation of the Interaction of the C-Terminus of the Dopamine D2 Receptor with Neuronal Calcium Sensor-1",22114693,0,1,2,4,129,506,14,649,0,95,149,244,0,0,0,0,0,1,0,1,0
"10.1371/journal.pone.0027899","PLoS ONE","2011-11-16","Research Article","HALCyon is funded by the New Dynamics of Ageing (RES-353-25-0001) and RC is receiving support from this grant. DK, AAS and RH are supported by the United Kingdom Medical Research Council. The LBC1921 data were collected by grants from the Biotechnology and Biological Sciences Research Council (wave 1), a Royal Society-Wolfson Research Merit Award to IJD (wave 2), and the Chief Scientist Office of the Scottish Government (wave 3). LBC1921 has been undertaken within The University of Edinburgh Centre for Cognitive Ageing and Cognitive Epidemiology, part of the cross council Lifelong Health and Wellbeing Initiative (G0700704/84698). Funding from the Biotechnology and Biological Sciences Research Council, Engineering and Physical Sciences Research Council, Economic and Social Research Council and Medical Research Council is gratefully acknowledged. The Hertfordshire Ageing Study and the Hertfordshire Cohort Study were funded by the United Kingdom Medical Research Council, the Wellcome Trust, Arthritis Research United Kingdom and the University of Southampton. The Caerphilly Prospective Study was undertaken by the former Medical Research Council Epidemiology Unit (South Wales), and the School of Social and Community Based Medicine, University of Bristol, acts as the data custodian. The Boyd Orr cohort has received funding from the Medical Research Council, the World Cancer Research Fund, Research into Ageing, United Kingdom Survivors, the Economic and Social Research Council, the Wellcome Trust, and the British Heart Foundation. The Aberdeen Birth Cohort 1936 data collection was funded by the Biological Sciences Research Council (wave 1) and the Alzheimer Research Trust. ELSA was developed by a team of researchers based at University College London, the National Centre for Social Research, and the Institute for Fiscal Studies. The funding is provided by the National Institute of Aging in the United States, and a consortium of United Kingdom government departments co-ordinated by the Office for National Statistics. The NSHD is funded by the United Kingdom Medical Research Council. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Age and Gender Differences in Physical Capability Levels from Mid-Life Onwards: The Harmonisation and Meta-Analysis of Data from Eight UK Cohort Studies",22114723,0,4,0,3,148,694,14,856,0,127,216,343,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0027917","PLoS ONE","2011-11-16","Research Article","The study was funded through a Wellcome Trust Programme Grant awarded to the Karonga Prevention Study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Combining Qualitative and Quantitative Evidence to Determine Factors Leading to Late Presentation for Antiretroviral Therapy in Malawi",22114727,0,2,2,2,125,311,11,447,0,70,125,195,0,0,0,0,0,1,1,2,0
"10.1371/journal.pbio.1001197","PLoS Biology","2011-11-15","Research Article","Research in the Gurdon laboratory is supported by grants from the Wellcome Trust and the Medical Research Council. PN has been supported by postdoctoral fellowships from the Natural Sciences and Engineering Research Council of Canada and the European Molecular Biology Organization. He is currently a Junior Research Fellow of Wolfson College and supported by a postdoctoral fellowship from the Human Frontier Science Program. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Deficient Induction Response in a Xenopus Nucleocytoplasmic Hybrid",22131902,0,0,0,0,338,1991,43,2372,0,65,141,206,0,0,0,0,0,11,0,11,0
"10.1371/journal.pmed.1001123","PLoS Medicine","2011-11-15","Research Article","The authors thank The Wellcome Trust (fellowship to TBH), and the Bill & Melinda Gates Foundation (grant support to all authors), the US National Institutes of Health (1R01MH095507-01), and the Qatar National Research Fund (NPRP 08-068-3-024). No funding bodies had any role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Optimal Uses of Antiretrovirals for Prevention in HIV-1 Serodiscordant Heterosexual Couples in South Africa: A Modelling Study",22110407,0,3,3,7,613,3712,67,4392,0,255,471,726,2,0,0,0,2,6,0,6,0
"10.1371/journal.pone.0027255","PLoS ONE","2011-11-15","Research Article","This work was supported by The Wellcome Trust (http://www.wellcome.ac.uk/) and The Lord Dowding Fund (http://www.ldf.org.uk/research/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","BMI Not WHR Modulates BOLD fMRI Responses in a Sub-Cortical Reward Network When Participants Judge the Attractiveness of Human Female Bodies",22102883,1,0,1,0,144,2243,15,2402,0,39,79,118,3,0,0,0,3,2,0,2,0
"10.1371/journal.pone.0027338","PLoS ONE","2011-11-15","Research Article","This work was supported by The European Community's Sixth Framework Programme, MolPAGE Consortium (LSHG-CT-2004-512066). K.T.Z. is supported by a Wellcome Trust Career Development Award. C.M.L. is a Wellcome Trust Research Career Development Fellow (086596/Z/08/Z). M.R. is a MRC biomedical informatics fellow (Medical Research Council, fellowship G0802460). Funding was provided by Diabetes UK (grant number BDA:RD06/0003287). The replication miRNA expression and genotyping experiments were carried out by the Genomic Services group at the WTCHG, Oxford, which is funded by the Wellcome Trust Core Award Grant (075491/Z/04). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","MicroRNA Expression in Abdominal and Gluteal Adipose Tissue Is Associated with mRNA Expression Levels and Partly Genetically Driven",22102887,2,2,2,0,211,757,12,980,0,156,246,402,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0026890","PLoS ONE","2011-11-11","Research Article","Funding for this work was from the Wellcome Trust and the Commonwealth Scholarships scheme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Novel Rho-Like Protein TbRHP Is Involved in Spindle Formation and Mitosis in Trypanosomes",22096505,0,0,0,0,143,716,15,874,0,76,158,234,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0027368","PLoS ONE","2011-11-11","Research Article","AZ, DLR, and KEH had no external funding sources for this study. JED was supported by a Wellcome Trust studentship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Defining the Role of Essential Genes in Human Disease",22096564,4,0,0,0,271,1124,20,1415,0,100,213,313,0,0,0,0,0,13,0,13,0
"10.1371/journal.pgen.1002334","PLoS Genetics","2011-11-10","Research Article","This work was supported by grants from the National Institutes of Health 5R01 HD054562 to WHR and 1R01 HD065285 to EEE, a Simons Foundation grant to EEE, and in part by the Cancer Genomics Shared Resource at the Winship Cancer Institute, Emory University, to CSM. This study also makes use of data generated by the Wellcome Trust Case-Control Consortium. Funding for the project was provided by the Wellcome Trust under awards 076113 and 085475. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Relative Burden of Large CNVs on a Range of Neurodevelopmental Phenotypes",22102821,3,11,0,3,871,3699,64,4634,0,464,631,1095,2,2,11,0,15,27,2,29,0
"10.1371/journal.pone.0026005","PLoS ONE","2011-11-10","Research Article","This study was supported by DFG (SFB 544, Junior Group A7) and MMV grants to SB, and by European Developing Countries Clinical Trials Partnership (EDCTP to LM and AN), and by The Wellcome Trust (WT077092). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Declining Responsiveness of Plasmodium falciparum Infections to Artemisinin-Based Combination Treatments on the Kenyan Coast",22102856,0,5,3,4,300,967,15,1282,0,148,233,381,2,1,3,0,6,8,0,8,0
"10.1371/journal.ppat.1002346","PLoS Pathogens","2011-11-10","Research Article","PGS is a Wellcome Trust Senior Clinical Fellow (GR076956MA). This work was also supported by Wellcome Trust project grant WT089111MA and by Medical Research Council grant G0701185. BF is supported by a studentship from the Portuguese Foundation for Science and Technology. GTB is supported by the Wellcome Trust, the Howard Hughes Medical Institute and by the NHMRC. The project was initated with a grant from the Royal Society International Exchange scheme. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Murid Herpesvirus-4 Exploits Dendritic Cells to Infect B Cells",22102809,0,1,0,1,212,618,56,886,0,65,182,247,1,0,0,0,1,2,0,2,0
"10.1371/journal.ppat.1002378","PLoS Pathogens","2011-11-10","Research Article","This work was supported by grants from The Wellcome Trust-Department of Biotechnology (DBT) alliance, and by the DBT, Govt. of India. Grant No. WT01/GD/09/339 URL: http://wellcomedbt.org/seniorfellows.html and Grant No. DB05/PS/09/331. URL:http://dbtindia.nic.in SC is supported by a CSIR Senior Research Fellowship, VPD is supported by a DBT Senior Research Fellowship, Govt. of India. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Early Secreted Antigen ESAT-6 of Mycobacterium tuberculosis Promotes Protective T Helper 17 Cell Responses in a Toll-Like Receptor-2-dependent Manner",22102818,0,6,1,3,714,1977,50,2741,0,417,518,935,6,8,18,0,32,19,1,20,0
"10.1371/journal.pone.0026553","PLoS ONE","2011-11-09","Research Article","The current study was carried out while the author was supported by a Wellcome Trust ‘Value in People’ Award (www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Vicious Cycle: A Cross-Sectional Study of Canine Tail-Chasing and Human Responses to It, Using a Free Video-Sharing Website",22096487,1,0,0,2,247,3756,22,4025,0,76,316,392,51,33,40,0,124,7,0,7,1
"10.1371/journal.pmed.1001121","PLoS Medicine","2011-11-08","Research Article","This study was funded by the Wellcome Trust (project grant 065810/Z/01/Z) http://www.wellcome.ac.uk/Funding/International/Global-health-research/index.htm. No funding bodies had any role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Post-neonatal Mortality, Morbidity, and Developmental Outcome after Ultrasound-Dated Preterm Birth in Rural Malawi: A Community-Based Cohort Study",22087079,0,0,0,0,229,2267,50,2546,0,119,180,299,0,0,0,0,0,2,0,2,0
"10.1371/journal.pntd.0001374","PLoS Neglected Tropical Diseases","2011-11-08","Research Article","This study was funded by the Wellcome Trust. SJP is supported by the National Institute for Health Research (NIHR) Cambridge Biomedical Research Centre. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Comparison of Two Multilocus Sequence Based Genotyping Schemes for Leptospira Species",22087342,0,0,0,0,233,1861,33,2127,0,149,219,368,2,15,21,0,38,4,0,4,0
"10.1371/journal.pone.0026580","PLoS ONE","2011-11-08","Research Article","This work was supported by the National Institutes of Dental and Craniofacial Research (DE017514). The authors also acknowledge financial support from the Department of Health via the National Institute for Health Research comprehensive Biomedical Research Centre award to Guy's & St Thomas' National Health Service Foundation Trust in partnership with King's College London. DM is supported by a Wellcome Trust Value In People award, CM by a Federation of European Microbiological Societies Advanced Fellowship and AI by a King's College London Overseas Research Studentship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Candida albicans Yeast and Hyphae are Discriminated by MAPK Signaling in Vaginal Epithelial Cells",22087232,0,2,0,0,194,865,16,1075,0,168,226,394,0,0,0,0,0,3,0,3,0
"10.1371/journal.pone.0026984","PLoS ONE","2011-11-08","Research Article","This work was supported by funding from the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Post Eclosion Age Predicts the Prevalence of Midgut Trypanosome Infections in Glossina",22087240,0,0,0,0,73,329,14,416,0,21,55,76,0,0,0,0,0,1,0,1,0
"10.1371/journal.pone.0027428","PLoS ONE","2011-11-08","Research Article","The Wellcome Trust (UK) http://www.wellcome.ac.uk/funding/index.htm, National Natural Science Foundation of China (No. 30771817 and 81072315) http://www.nsfc.gov.cn/e_nsfc/desktop/zn/0101.htm. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Replication of the Association of a MET Variant with Autism in a Chinese Han Population",22110649,3,0,1,1,92,395,12,499,0,64,153,217,0,0,0,0,0,0,0,0,0
"10.1371/journal.pone.0027159","PLoS ONE","2011-11-04","Research Article","This work was funded by Fundação para a Ciência e Tecnologia from Portugal (AMM) and the Wellcome Trust (AMA). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Patterned Cell Adhesion Associated with Tissue Deformations during Dorsal Closure in Drosophila",22076130,0,1,0,0,157,692,17,866,0,83,109,192,0,0,0,0,0,8,1,9,0
"10.1371/journal.pone.0027345","PLoS ONE","2011-11-04","Research Article","This work was supported by joint Russian Foundation for Basic Research (Russia) – Helmholtz Society (Germany) to NA and AT (07-04-92281/HRJRG-024), by the EURATRANS integrated project funded by the Seventh Framework Programme of the European Union, by the Presidium of Russian Academy of Sciences program 'Molecular and Cellular Biology' to AT, by the state contracts between AT and the Russian Ministry of Education and Science (02.512.11.2253, 16.512.11.2085, and 16.512.11.2242), by a studentship from the non-profit foundation Dynasty (Russia) to ML, by DAAD studentship to VM (A0799669) and to IC (A0890020). The authors acknowledge support from the BHF Centre of Research Excellence, and JJM was the recipient of a Wellcome Trust Principal Research Fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Derivation, Characterization, and Stable Transfection of Induced Pluripotent Stem Cells from Fischer344 Rats",22076153,0,0,0,0,221,1001,16,1238,0,190,369,559,1,0,0,0,1,5,0,5,0
"10.1371/journal.pone.0027200","PLoS ONE","2011-11-03","Research Article","This work was undertaken with support from FAS, the Swedish Council for Working Life and Social Research (grant 2006–1512) (www.fas.se). The Agincourt health and socio-demographic surveillance system, including conduct of verbal autopsies, is funded by The Wellcome Trust, UK (www.wellcome.ac.uk) (grant numbers 058893/Z/99/A, 069683/Z/02/Z and 085477/Z/08/Z) and the University of the Witwatersrand and Medical Research Council, South Africa. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Probabilistic Methods for Verbal Autopsy Interpretation: InterVA Robustness in Relation to Variations in A Priori Probabilities",22073287,0,1,0,0,107,602,16,725,0,26,36,62,0,0,0,0,0,0,0,0,0
"10.1371/journal.ppat.1002342","PLoS Pathogens","2011-11-03","Research Article","This work was supported by the MRC core funds (U117581288, The Wellcome Trust and in part by the Intramural Research Program of the NIH, NIAID. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Sequence-Based Analysis Uncovers an Abundance of Non-Coding RNA in the Total Transcriptome of Mycobacterium tuberculosis",22072964,3,1,2,6,1096,2719,57,3872,0,401,521,922,0,0,0,0,0,44,4,48,0
"10.1371/journal.pone.0027259","PLoS ONE","2011-11-02","Research Article","This work was funded by the Wellcome Trust, Medical Research Council, Cancer Research UK, the European Union Framework 7, and Barts and the London Charity. JTC was the recipient of a National Institutes of Health postdoctoral fellowship. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Shape-Induced Terminal Differentiation of Human Epidermal Stem Cells Requires p38 and Is Regulated by Histone Acetylation",22073300,0,1,0,2,268,707,14,989,0,232,286,518,1,0,0,0,1,0,0,0,0
"10.1371/journal.pone.0026279","PLoS ONE","2011-11-01","Research Article","This work is supported by the Wellcome Trust (WT088885/Z/09/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","An Evaluation of Different Target Enrichment Methods in Pooled Sequencing Designs for Complex Disease Association Studies",22069447,6,0,0,0,231,720,15,966,0,151,254,405,0,0,0,0,0,0,0,0,0
